;ÎïÆ·ÌØÐ§ÅäÖÃÎÄ¼þ
;ÎïÆ·Ãû³Æ °ü¹üÍ¼Æ¬ °ü¹ü²¥·Å °ü¹üX °ü¹üY °ü¹üWil ÄÚ¹ÛÍ¼Æ¬ ÄÚ¹Û²¥·Å ÄÚ¹ÛX ÄÚ¹ÛY	 ÄÚ¹ÛWil Íâ¹ÛÍ¼Æ¬ Íâ¹ÛWil
¶ñÄ§µÀÒÂ¡¾Éñ¡¿	3910	10	0	0	6	3690	8	-41	20	9	65535	0
¶ñÄ§¸´½ä¡¾Éñ¡¿	3910	10	0	0	6	65535	0	0	0	0	65535	0
¶ñÄ§»¤½ä¡¾Éñ¡¿	3910	10	0	0	6	65535	0	0	0	0	65535	0
¶ñÄ§½£¡¾Éñ¡¿	3910	10	0	0	6	3630	18	0	72	9	65535	0
¶ñÄ§Âé½ä¡¾Éñ¡¿	3910	10	0	0	6	65535	0	0	0	0	65535	0
¶ñÄ§Ä§¼×¡¾Éñ¡¿	3910	10	0	0	6	3680	8	-41	20	9	65535	0
¶ñÄ§Ä§ÒÂ¡¾Éñ¡¿	3910	10	0	0	6	3690	8	-41	20	9	65535	0
¶ñÄ§ÉÈ¡¾Éñ¡¿	3910	10	0	0	6	3610	18	-3	-16	9	65535	0
¶ñÄ§ÊÖïí¡¾Éñ¡¿	3910	10	0	0	6	65535	0	0	0	0	65535	0
¶ñÄ§Í·¿ø¡¾Éñ¡¿	3910	10	0	0	6	65535	0	0	0	0	65535	0
¶ñÄ§ÏîÁ´¡¾Éñ¡¿	3910	10	0	0	6	65535	0	0	0	0	65535	0
¶ñÄ§Õ½¼×¡¾Éñ¡¿	3910	10	0	0	6	3680	8	-41	20	9	65535	0
¶ñÄ§Õ½ÒÂ¡¾Éñ¡¿	3910	10	0	0	6	3690	8	-41	20	9	65535	0
¶ñÄ§ÕÈ¡¾Éñ¡¿	3910	10	0	0	6	3650	18	5	70	9	65535	0
»Æ½ð²ù×Ó	3910	10	0	0	6	65535	0	0	0	0	65535	0
»Æ½ðµÀ¼×¡¾Éñ¡¿	3910	10	0	0	6	65535	0	0	0	0	65535	0
»Æ½ðµÀÒÂ¡¾Éñ¡¿	3910	10	0	0	6	65535	0	0	0	0	65535	0
»Æ½ð¸´½ä¡¾Éñ¡¿	3910	10	0	0	6	65535	0	0	0	0	65535	0
»Æ½ð»¤½ä¡¾Éñ¡¿	3910	10	0	0	6	65535	0	0	0	0	65535	0
»Æ½ð½£¡¾Éñ¡¿	3910	10	0	0	6	3500	14	1	80	9	65535	0
»Æ½ðÂé½ä¡¾Éñ¡¿	3910	10	0	0	6	65535	0	0	0	0	65535	0
»Æ½ðÄ§¼×¡¾Éñ¡¿	3910	10	0	0	6	65535	0	0	0	0	65535	0
»Æ½ðÄ§ÒÂ¡¾Éñ¡¿	3910	10	0	0	6	65535	0	0	0	0	65535	0
»Æ½ðÉÈ¡¾Éñ¡¿	3910	10	0	0	6	3480	14	-10	-10	9	65535	0
»Æ½ðÊÖïí¡¾Éñ¡¿	3910	10	0	0	6	65535	0	0	0	0	65535	0
»Æ½ðÍ·¿ø¡¾Éñ¡¿	3910	10	0	0	6	65535	0	0	0	0	65535	0
»Æ½ðÏîÁ´¡¾Éñ¡¿	3910	10	0	0	6	65535	0	0	0	0	65535	0
»Æ½ðÕ½¼×¡¾Éñ¡¿	3910	10	0	0	6	65535	0	0	0	0	65535	0
»Æ½ðÕ½ÒÂ¡¾Éñ¡¿	3910	10	0	0	6	65535	0	0	0	0	65535	0
»Æ½ðÕÈ¡¾Éñ¡¿	3910	10	0	0	6	3520	14	20	60	9	65535	0
Äù˜„µÀ¼×¡¾Éñ¡¿	3910	10	0	0	6	3800	8	23	70	9	65535	0
Äù˜„µÀÒÂ¡¾Éñ¡¿	3910	10	0	0	6	3800	8	23	70	9	65535	0
Äù˜„¸´½ä¡¾Éñ¡¿	3910	10	0	0	0	65535	0	0	0	0	65535	0
Äù˜„»¤½ä¡¾Éñ¡¿	3910	10	0	0	6	65535	0	0	0	0	65535	0
Äù˜„½£¡¾Éñ¡¿	3910	10	0	0	6	3820	18	46	148	9	65535	0
Äù˜„Âé½ä¡¾Éñ¡¿	3910	10	0	0	6	65535	0	0	0	0	65535	0
Äù˜„Ä§¼×¡¾Éñ¡¿	3910	10	0	0	6	3800	8	23	70	9	65535	0
Äù˜„Ä§ÒÂ¡¾Éñ¡¿	3910	10	0	0	6	3800	8	23	70	9	65535	0
Äù˜„ÉÈ¡¾Éñ¡¿	3910	10	0	0	6	3840	18	33	48	9	65535	0
Äù˜„ÊÖïí¡¾Éñ¡¿	3910	10	0	0	6	65535	0	0	0	9	65535	0
Äù˜„Í·¿ø¡¾Éñ¡¿	3910	10	0	0	6	65535	0	0	0	0	65535	0
Äù˜„ÏîÁ´¡¾Éñ¡¿	3910	10	0	0	6	65535	0	0	0	0	65535	0
Äù˜„Õ½¼×¡¾Éñ¡¿	3910	10	0	0	6	3800	8	23	70	9	65535	0
Äù˜„Õ½ÒÂ¡¾Éñ¡¿	3910	10	0	0	7	3800	8	23	70	9	65535	0
Äù˜„ÕÈ¡¾Éñ¡¿	3910	10	0	0	6	3860	18	56	102	9	65535	0
ÉñÖ®ÁéÊ¯	3910	10	0	0	6	65535	0	0	0	0	65535	0
